0.0;4.620809204101562;8.762778076171875;0.047884033203124995;Portrait, down, front;23.1875;73.7375;100325.25;-0.3125047684443427;-1.7500000000000002;0.47250000000000003;-0.7087500000000001
0.1;4.5968671875;8.796296899414061;0.023942016601562498;Portrait, down, front;23.125;73.625;100324.0;-0.2500038147554742;-1.6887500000000002;0.6125;-0.7962500000000001
0.2;4.611232397460937;8.786720092773438;0.0909796630859375;Portrait, down, front;23.1875;73.7375;100328.75;-0.2500038147554742;-1.995;0.5687500000000001;-0.5162500000000001
0.3;4.5968671875;8.772354882812499;0.06703764648437499;Portrait, down, front;23.125;73.625;100327.0;-0.4375066758220798;-1.715;0.5162500000000001;-0.525
0.4;4.61602080078125;8.762778076171875;0.076614453125;Portrait, down, front;23.1875;73.7375;100326.25;-0.3125047684443427;-1.6800000000000002;0.5075000000000001;-0.46375000000000005
0.5;4.57771357421875;8.767566479492187;0.05746083984375;Portrait, down, front;23.1875;73.7375;100321.75;-0.1250019073777371;-1.6887500000000002;0.56;-0.69125
0.6;4.587290380859375;8.757989672851561;-0.0143652099609375;Portrait, down, front;23.1875;73.7375;100323.25;-0.3125047684443427;-1.6887500000000002;0.5162500000000001;-0.58625
0.7;4.587290380859375;8.786720092773438;0.0526724365234375;Portrait, down, front;23.1875;73.7375;100325.75;-0.1250019073777371;-1.65375;0.48125000000000007;-0.6825000000000001
0.8;4.587290380859375;8.777143286132812;0.028730419921875;Portrait, down, front;23.125;73.625;100325.75;-0.18750286106660563;-1.7237500000000001;0.43750000000000006;-0.525
0.9;4.601655590820312;8.805873706054687;0.0526724365234375;Portrait, down, front;23.125;73.625;100321.5;0.0;-1.8375000000000001;0.43750000000000006;-0.665
1.0;4.5585599609375;8.767566479492187;0.0143652099609375;Portrait, down, front;23.125;73.625;100324.25;0.2500038147554742;-1.7850000000000001;0.49000000000000005;-0.5162500000000001
1.1;4.601655590820312;8.748412866210938;0.0383072265625;Portrait, down, front;23.1875;73.7375;100325.25;-0.06250095368886854;-24.56125;-38.26375;-0.25375000000000003
1.2;5.3007624755859375;9.605537060546874;-0.086191259765625;Portrait, down, front;23.1875;73.7375;100324.0;-0.06250095368886854;-1.6712500000000001;0.47250000000000003;-0.6562500000000001
1.3;4.984727856445312;8.56166513671875;0.06703764648437499;Portrait, down, back;23.1875;73.7375;100324.25;0.1250019073777371;-1.5575;0.5075000000000001;-0.55125
1.4;4.92247861328125;8.59997236328125;0.01915361328125;Portrait, down, back;23.1875;73.7375;100325.0;0.0;-1.6712500000000001;0.5162500000000001;-0.7262500000000001
1.5;4.975151049804687;8.576030346679687;0.0383072265625;Portrait, down, back;23.1875;73.7375;100319.75;0.0;-1.6887500000000002;0.385;-0.5950000000000001
1.6;4.965574243164062;8.571241943359375;0.028730419921875;Portrait, down, back;23.1875;73.7375;100323.0;-0.3125047684443427;-1.60125;0.56;-0.5162500000000001
1.7;4.984727856445312;8.556876733398436;0.05746083984375;Portrait, down, back;23.125;73.625;100322.0;0.2500038147554742;-1.7675;0.5687500000000001;-0.6300000000000001
1.8;5.0182466796875;8.590395556640624;0.023942016601562498;Portrait, down, back;23.125;73.625;100323.25;0.0;-1.4175000000000002;0.35000000000000003;-0.60375
1.9;4.965574243164062;8.580818749999999;-0.009576806640625;Portrait, down, back;23.125;73.625;100321.25;0.2500038147554742;-1.7412500000000002;0.5162500000000001;-0.60375
